Date,Open,High,Low,Close,Adj Close,Volume
2010-04-08,74.629997,75.440002,74.050003,75.139999,60.456642,52500
2010-04-09,75.599998,76.139999,75.550003,76.139999,61.261223,69700
2010-04-12,75.080002,75.389999,75.019997,75.199997,60.504925,89400
2010-04-13,74.589996,74.860001,74.070000,74.860001,60.231365,49700
2010-04-14,75.110001,75.709999,74.959999,75.660004,60.875023,48400
2010-04-15,74.900002,75.410004,74.900002,75.150002,60.464691,113500
2010-04-16,73.809998,73.809998,72.110001,72.610001,58.421051,107800
2010-04-19,71.690002,72.199997,71.169998,72.000000,57.930237,119400
2010-04-20,73.150002,73.250000,72.629997,73.220001,58.911839,55300
2010-04-21,72.779999,72.779999,71.779999,72.269997,58.147484,46800
2010-04-22,71.800003,72.750000,71.480003,72.620003,58.429092,92500
2010-04-23,72.190002,72.910004,72.029999,72.769997,58.549767,34200
2010-04-26,72.940002,73.309998,72.870003,72.889999,58.646332,47700
2010-04-27,71.750000,72.040001,70.099998,70.370003,56.618771,128000
2010-04-28,71.070000,71.250000,70.250000,71.059998,57.173920,74000
2010-04-29,71.000000,71.930000,71.000000,71.730003,57.713001,70800
2010-04-30,72.129997,72.169998,70.989998,71.230003,57.310711,44200
2010-05-03,71.230003,71.849998,70.820000,71.690002,57.680817,65700
2010-05-04,70.250000,70.250000,68.529999,68.989998,55.508419,163900
2010-05-05,68.150002,69.070000,67.459999,68.070000,54.768208,125500
2010-05-06,67.510002,67.809998,44.000000,65.139999,52.410763,219300
2010-05-07,66.050003,66.940002,60.000000,65.599998,52.780891,433900
2010-05-10,66.589996,69.309998,66.589996,69.300003,55.757862,147500
2010-05-11,68.300003,69.309998,66.980003,68.430000,55.057861,145000
2010-05-12,68.250000,69.190002,68.250000,68.980003,55.500381,61300
2010-05-13,68.940002,69.339996,68.449997,68.510002,55.122219,88100
2010-05-14,68.110001,68.110001,66.570000,67.459999,54.277409,91700
2010-05-17,67.000000,67.250000,65.510002,66.959999,53.875114,211100
2010-05-18,67.870003,67.919998,65.809998,66.199997,53.263630,143300
2010-05-19,65.449997,66.080002,64.599998,65.629997,52.805019,145600
2010-05-20,63.740002,64.629997,62.689999,62.820000,50.544144,233200
2010-05-21,61.849998,65.169998,61.700001,65.129997,52.402733,288600
2010-05-24,65.900002,66.489998,65.400002,65.639999,52.813068,73200
2010-05-25,62.880001,64.980003,62.549999,64.980003,52.282047,369400
2010-05-26,65.320000,66.379997,64.580002,64.839996,52.169392,70700
2010-05-27,65.839996,68.309998,65.839996,68.279999,54.937168,121600
2010-05-28,68.160004,68.190002,66.589996,67.349998,54.188911,171900
2010-06-01,66.669998,67.669998,65.849998,65.919998,53.038349,91700
2010-06-02,66.650002,67.900002,66.070000,67.779999,54.534889,155200
2010-06-03,67.989998,67.989998,66.699997,67.540001,54.341789,45600
2010-06-04,66.769997,66.989998,65.379997,65.750000,52.901585,55800
2010-06-07,65.900002,66.230003,64.860001,65.050003,52.338356,49700
2010-06-08,65.449997,66.260002,64.720001,66.150002,53.223408,41200
2010-06-09,66.800003,67.519997,65.860001,66.250000,53.303871,111700
2010-06-10,67.190002,67.910004,66.839996,67.809998,54.559021,69700
2010-06-11,67.050003,68.440002,66.830002,68.389999,55.025673,56900
2010-06-14,68.940002,69.300003,67.919998,68.129997,54.816486,60800
2010-06-15,68.879997,69.980003,68.570000,69.959999,56.288891,157400
2010-06-16,69.449997,70.250000,69.320000,70.019997,56.337154,67300
2010-06-17,69.699997,69.830002,68.769997,69.330002,55.782001,229900
2010-06-18,68.949997,69.300003,68.809998,69.050003,56.091492,66700
2010-06-21,71.209999,71.820000,70.459999,71.050003,57.716160,95500
2010-06-22,70.800003,71.180000,69.800003,69.970001,56.838844,62000
2010-06-23,70.870003,70.870003,69.930000,70.540001,57.301857,105900
2010-06-24,70.110001,70.139999,69.339996,69.559998,56.505779,29900
2010-06-25,69.849998,70.400002,69.320000,70.209999,57.033802,40900
2010-06-28,70.269997,70.269997,69.510002,69.839996,56.733223,100300
2010-06-29,67.720001,67.959999,66.550003,66.800003,54.263744,115200
2010-06-30,67.279999,67.849998,66.669998,66.760002,54.231262,59000
2010-07-01,66.730003,67.129997,65.739998,67.110001,54.515572,50600
2010-07-02,66.849998,67.290001,66.230003,66.699997,54.182510,27800
2010-07-06,67.820000,68.519997,66.989998,67.510002,54.840515,36500
2010-07-07,66.889999,68.629997,66.830002,68.559998,55.693439,43900
2010-07-08,68.489998,68.690002,68.029999,68.629997,55.750317,39800
2010-07-09,68.849998,69.760002,68.820000,69.720001,56.635757,60100
2010-07-12,69.949997,69.970001,69.209999,69.500000,56.457054,39800
2010-07-13,69.730003,70.309998,69.680000,70.150002,56.985054,18700
2010-07-14,69.510002,69.779999,69.099998,69.709999,56.627628,55200
2010-07-15,68.550003,68.910004,67.760002,68.910004,55.977776,37900
2010-07-16,67.919998,68.029999,66.970001,67.110001,54.515572,38500
2010-07-19,67.820000,67.849998,67.110001,67.720001,55.011093,43400
2010-07-20,68.220001,69.589996,68.000000,69.589996,56.530155,274800
2010-07-21,70.190002,70.190002,68.879997,69.129997,56.156479,26000
2010-07-22,70.790001,71.330002,70.349998,71.080002,57.740528,102700
2010-07-23,71.029999,71.669998,70.419998,71.629997,58.187298,48900
2010-07-26,71.190002,71.790001,70.940002,71.650002,58.203564,187200
2010-07-27,71.830002,71.860001,70.830002,71.250000,57.878632,300900
2010-07-28,71.370003,71.580002,70.910004,71.339996,57.951725,28600
2010-07-29,71.639999,71.849998,70.639999,71.320000,57.935486,55900
2010-07-30,70.680000,71.870003,70.500000,71.680000,58.227940,42400
2010-08-02,72.889999,73.730003,72.820000,73.489998,59.698250,51700
2010-08-03,72.779999,73.489998,72.449997,73.379997,59.608883,309100
2010-08-04,73.300003,73.690002,72.919998,73.470001,59.682007,400800
2010-08-05,72.989998,73.379997,72.750000,73.379997,59.608883,309200
2010-08-06,72.669998,73.199997,72.279999,73.199997,59.462666,119800
2010-08-09,73.550003,73.709999,73.279999,73.690002,59.860714,146100
2010-08-10,72.459999,72.570000,71.750000,72.379997,58.796551,125000
2010-08-11,70.839996,70.839996,70.129997,70.349998,57.147530,110900
2010-08-12,69.980003,70.419998,69.339996,70.050003,56.903816,106700
2010-08-13,70.300003,70.699997,70.260002,70.570000,57.326237,102000
2010-08-16,70.800003,71.470001,70.720001,71.110001,57.764900,284500
2010-08-17,71.800003,72.239998,71.610001,71.750000,58.284794,256800
2010-08-18,71.389999,71.919998,71.089996,71.470001,58.057335,97300
2010-08-19,71.570000,71.660004,70.639999,71.110001,57.764900,78000
2010-08-20,71.070000,71.370003,70.589996,71.320000,57.935486,22300
2010-08-23,70.959999,71.010002,70.379997,70.480003,57.253120,108300
2010-08-24,69.830002,70.070000,69.150002,69.730003,56.643883,150900
2010-08-25,69.000000,69.589996,68.500000,69.489998,56.448929,115900
2010-08-26,69.599998,69.760002,68.879997,69.000000,56.050877,74600
2010-08-27,69.559998,70.349998,68.919998,70.169998,57.001308,29900
2010-08-30,69.980003,70.070000,69.449997,69.500000,56.457054,54800
2010-08-31,69.290001,69.930000,69.180000,69.550003,56.497662,67200
2010-09-01,70.570000,71.419998,70.519997,71.389999,57.992340,68600
2010-09-02,71.279999,71.769997,71.199997,71.769997,58.301029,41400
2010-09-03,72.599998,72.599998,71.970001,72.199997,58.650333,24900
2010-09-07,72.669998,72.940002,71.610001,71.699997,58.244167,64700
2010-09-08,71.809998,72.480003,71.800003,72.269997,58.707199,32200
2010-09-09,72.949997,72.949997,72.250000,72.510002,58.902161,25300
2010-09-10,72.480003,72.550003,72.139999,72.449997,58.853424,33700
2010-09-13,74.059998,74.269997,73.699997,74.260002,60.323742,194300
2010-09-14,74.160004,74.940002,74.000000,74.639999,60.632439,119500
2010-09-15,73.930000,74.279999,73.529999,74.269997,60.331852,91500
2010-09-16,73.639999,74.040001,73.480003,73.839996,59.982567,104100
2010-09-17,74.480003,74.519997,73.919998,74.160004,60.242504,71200
2010-09-20,74.540001,75.300003,74.339996,75.260002,61.136097,93000
2010-09-21,75.010002,75.500000,74.750000,75.180000,61.071091,339900
2010-09-22,75.080002,75.419998,74.889999,75.019997,60.941128,43300
2010-09-23,74.449997,75.150002,74.449997,74.760002,60.729893,102500
2010-09-24,75.570000,76.430000,75.570000,76.250000,61.940277,41300
2010-09-27,75.980003,76.449997,75.980003,76.110001,61.826572,73000
2010-09-28,75.809998,76.250000,75.320000,76.029999,61.761547,35900
2010-09-29,76.290001,76.500000,76.169998,76.440002,62.094627,103800
2010-09-30,76.709999,76.800003,75.839996,76.239998,61.932156,47100
2010-10-01,76.870003,77.169998,76.580002,76.889999,62.460178,97600
2010-10-04,77.510002,77.599998,76.660004,77.040001,62.582008,164600
2010-10-05,77.690002,78.849998,77.690002,78.629997,63.873631,75600
2010-10-06,78.470001,78.559998,78.260002,78.500000,63.768024,74200
2010-10-07,78.500000,78.599998,77.510002,77.860001,63.248142,37400
2010-10-08,78.129997,78.849998,77.870003,78.720001,63.946739,44500
2010-10-11,78.750000,79.150002,78.750000,79.110001,64.263542,60200
2010-10-12,78.860001,79.099998,78.360001,78.900002,64.092972,105100
2010-10-13,80.050003,81.029999,80.050003,80.739998,65.587646,89800
2010-10-14,81.330002,81.330002,80.209999,80.730003,65.579536,60400
2010-10-15,81.370003,81.440002,80.059998,81.129997,65.904449,133900
2010-10-18,80.680000,82.099998,80.529999,82.099998,66.692421,128600
2010-10-19,80.550003,80.550003,79.320000,79.540001,64.612854,519900
2010-10-20,80.129997,81.080002,80.000000,80.510002,65.400818,99100
2010-10-21,81.029999,81.239998,79.830002,80.720001,65.571396,72500
2010-10-22,80.500000,80.660004,80.190002,80.250000,65.189598,42000
2010-10-25,81.400002,81.849998,81.250000,81.599998,66.286247,75400
2010-10-26,81.129997,81.440002,80.540001,81.389999,66.115669,472800
2010-10-27,79.589996,79.669998,78.540001,79.570000,64.637222,105300
2010-10-28,79.970001,80.220001,79.379997,79.690002,64.734695,105000
2010-10-29,79.489998,79.949997,79.449997,79.930000,64.929649,52600
2010-11-01,81.169998,81.430000,80.470001,80.650002,65.514526,64700
2010-11-02,81.769997,81.919998,81.489998,81.849998,66.489326,39600
2010-11-03,82.760002,83.370003,81.959999,83.370003,67.724083,91500
2010-11-04,84.330002,84.879997,84.160004,84.739998,68.836975,220900
2010-11-05,84.250000,84.589996,84.139999,84.589996,68.715118,95300
2010-11-08,84.849998,84.849998,84.300003,84.809998,68.893845,53100
2010-11-09,84.580002,84.730003,83.000000,83.419998,67.764694,255400
2010-11-10,83.040001,83.809998,82.389999,83.800003,68.073395,123800
2010-11-11,83.779999,83.919998,83.059998,83.919998,68.170868,58900
2010-11-12,82.349998,82.519997,80.989998,81.500000,66.205032,86100
2010-11-15,81.099998,81.529999,80.519997,80.629997,65.498283,105900
2010-11-16,79.779999,79.779999,77.989998,78.199997,63.524319,113100
2010-11-17,77.360001,78.339996,77.239998,77.919998,63.296875,83100
2010-11-18,79.529999,80.040001,79.519997,79.629997,64.685966,98100
2010-11-19,78.949997,79.279999,78.169998,79.209999,64.344780,74800
2010-11-22,78.980003,79.480003,78.110001,79.099998,64.255409,122900
2010-11-23,77.209999,77.500000,76.790001,77.199997,62.711998,143000
2010-11-24,77.760002,78.489998,77.760002,78.410004,63.694916,50100
2010-11-26,77.300003,77.419998,76.879997,76.949997,62.508915,36700
2010-11-29,77.550003,78.099998,76.989998,77.959999,63.329365,57100
2010-11-30,77.029999,77.709999,76.949997,77.199997,62.711998,73000
2010-12-01,78.669998,79.320000,78.650002,79.029999,64.198563,49000
2010-12-02,79.139999,80.379997,79.129997,80.150002,65.108360,145200
2010-12-03,78.550003,79.709999,78.550003,79.529999,64.604721,64200
2010-12-06,78.750000,79.029999,78.570000,78.919998,64.109192,57000
2010-12-07,79.699997,79.889999,78.680000,78.690002,63.922371,729500
2010-12-08,78.389999,78.510002,77.480003,77.790001,63.191280,82000
2010-12-09,77.910004,77.910004,77.430000,77.769997,63.175018,56100
2010-12-10,77.809998,78.180000,77.809998,78.019997,63.378117,42000
2010-12-13,78.760002,79.099998,78.489998,78.489998,63.759907,68500
2010-12-14,78.730003,78.739998,77.930000,78.220001,63.540565,102600
2010-12-15,77.290001,77.500000,76.529999,76.680000,62.289593,71900
2010-12-16,76.120003,76.209999,75.750000,76.050003,61.777817,156400
2010-12-17,75.540001,75.910004,75.500000,75.760002,61.781067,99600
2010-12-20,75.510002,75.599998,75.000000,75.290001,61.397797,186600
2010-12-21,76.279999,77.019997,76.250000,76.860001,62.678112,85600
2010-12-22,76.860001,76.879997,76.489998,76.629997,62.490524,822200
2010-12-23,76.089996,76.160004,75.830002,76.050003,62.017570,313600
2010-12-27,75.199997,75.940002,75.059998,75.779999,61.797390,281200
2010-12-28,75.209999,75.209999,74.570000,74.900002,61.079750,218400
2010-12-29,75.750000,76.050003,75.650002,75.900002,61.895248,124200
2010-12-30,76.059998,76.269997,75.680000,75.720001,61.748466,56400
2010-12-31,76.190002,76.330002,76.080002,76.239998,62.172497,43900
2011-01-03,77.610001,77.790001,77.349998,77.430000,63.142937,92600
2011-01-04,78.570000,78.650002,77.910004,78.650002,64.137848,90000
2011-01-05,78.430000,79.199997,78.339996,79.050003,64.464035,129400
2011-01-06,78.599998,78.739998,78.279999,78.559998,64.064438,181300
2011-01-07,78.519997,78.760002,77.559998,78.209999,63.779015,46600
2011-01-10,77.580002,77.800003,77.279999,77.699997,63.363125,68500
2011-01-11,78.419998,78.559998,78.099998,78.250000,63.811623,67600
2011-01-12,79.750000,79.750000,79.160004,79.500000,64.830994,65800
2011-01-13,79.650002,79.650002,79.080002,79.320000,64.684204,64500
2011-01-14,79.279999,79.550003,79.010002,79.500000,64.830994,36900
2011-01-18,78.860001,79.000000,78.489998,78.980003,64.406944,63400
2011-01-19,79.489998,79.489998,78.430000,78.709999,64.186752,92700
2011-01-20,78.160004,78.160004,76.879997,77.620003,63.297882,73700
2011-01-21,77.809998,77.910004,76.900002,76.919998,62.727028,79900
2011-01-24,76.400002,76.830002,76.360001,76.779999,62.612869,59800
2011-01-25,76.440002,76.680000,75.910004,76.430000,62.327438,178100
2011-01-26,77.099998,77.349998,76.849998,77.080002,62.857521,101300
2011-01-27,77.379997,77.500000,77.010002,77.180000,62.939079,99400
2011-01-28,76.839996,76.839996,75.029999,75.269997,61.381496,65000
2011-01-31,76.099998,76.720001,75.949997,76.160004,62.107281,61100
2011-02-01,76.570000,77.400002,76.570000,77.059998,62.841198,71600
2011-02-02,77.570000,77.739998,77.209999,77.250000,62.996159,33900
2011-02-03,77.459999,77.510002,76.919998,77.220001,62.971684,46000
2011-02-04,77.440002,77.470001,76.739998,77.239998,62.987995,115200
2011-02-07,76.750000,77.269997,76.750000,76.959999,62.759663,35900
2011-02-08,76.559998,76.779999,76.139999,76.599998,62.466064,69300
2011-02-09,75.419998,75.419998,74.389999,74.949997,61.120529,149300
2011-02-10,73.779999,74.739998,73.470001,74.519997,60.769867,110100
2011-02-11,74.370003,75.599998,74.269997,75.230003,61.348877,76600
2011-02-14,76.150002,76.209999,75.720001,75.750000,61.772930,51200
2011-02-15,75.589996,75.849998,75.370003,75.760002,61.781067,32900
2011-02-16,76.040001,76.739998,76.010002,76.419998,62.319302,137900
2011-02-17,76.339996,76.820000,76.169998,76.669998,62.523178,101900
2011-02-18,77.110001,77.110001,76.489998,76.750000,62.588402,43400
2011-02-22,74.959999,74.959999,73.639999,73.879997,60.247971,163500
2011-02-23,73.830002,74.129997,72.910004,73.599998,60.019623,91600
2011-02-24,73.209999,73.730003,72.830002,73.470001,59.913628,68400
2011-02-25,74.129997,74.610001,74.129997,74.489998,60.745411,58300
2011-02-28,75.389999,75.660004,75.099998,75.529999,61.593513,42800
2011-03-01,76.019997,76.019997,74.820000,74.919998,61.096081,73200
2011-03-02,75.320000,76.209999,75.320000,75.919998,61.911552,51500
2011-03-03,76.589996,77.360001,76.589996,77.339996,63.069542,33300
2011-03-04,77.589996,77.639999,76.790001,77.449997,63.159248,59300
2011-03-07,77.669998,77.910004,76.480003,76.790001,62.621014,64700
2011-03-08,77.550003,78.529999,77.089996,78.300003,63.852402,121700
2011-03-09,78.410004,78.669998,78.110001,78.480003,63.999203,60700
2011-03-10,77.779999,77.779999,77.000000,77.339996,63.069542,172200
2011-03-11,76.480003,77.599998,76.430000,77.300003,63.036930,109800
2011-03-14,77.160004,77.589996,76.849998,77.489998,63.191864,65000
2011-03-15,74.279999,76.669998,74.239998,76.260002,62.188843,267600
2011-03-16,75.489998,76.199997,73.870003,74.510002,60.761726,112300
2011-03-17,74.830002,74.830002,73.940002,74.320000,60.606770,63600
2011-03-18,74.980003,74.980003,74.169998,74.239998,60.541542,73800
2011-03-21,75.959999,76.440002,75.669998,76.230003,62.164356,87400
2011-03-22,76.699997,76.730003,76.290001,76.510002,62.392677,46600
2011-03-23,76.669998,77.580002,76.349998,77.339996,63.069542,64300
2011-03-24,77.989998,78.449997,77.209999,78.190002,63.762699,118400
2011-03-25,78.150002,78.620003,78.080002,78.290001,63.844269,52600
2011-03-28,77.510002,77.830002,77.430000,77.519997,63.216331,72800
2011-03-29,77.820000,78.269997,77.410004,78.080002,63.673016,63900
2011-03-30,79.220001,79.669998,79.080002,79.419998,64.765747,52700
2011-03-31,79.489998,80.459999,79.419998,80.349998,65.524147,126200
2011-04-01,81.080002,81.389999,80.839996,81.059998,66.103134,83200
2011-04-04,82.290001,82.800003,81.919998,82.800003,67.522087,68100
2011-04-05,82.599998,82.930000,82.320000,82.680000,67.424232,349300
2011-04-06,83.230003,83.309998,82.559998,82.779999,67.505783,45700
2011-04-07,82.809998,83.110001,82.269997,82.709999,67.448700,51100
2011-04-08,83.080002,83.449997,82.559998,83.059998,67.734108,37900
2011-04-11,83.180000,83.360001,81.889999,82.080002,66.934937,71000
2011-04-12,81.620003,81.889999,80.820000,81.099998,66.135773,47900
2011-04-13,82.529999,82.599998,81.750000,82.099998,66.951256,47000
2011-04-14,82.099998,82.720001,82.019997,82.720001,67.456863,103400
2011-04-15,82.870003,83.120003,82.639999,83.099998,67.766731,96300
2011-04-18,81.709999,81.879997,80.849998,81.760002,66.673981,93300
2011-04-19,81.830002,82.360001,81.699997,82.250000,67.073563,336700
2011-04-20,84.099998,84.099998,83.199997,83.730003,68.280487,219200
2011-04-21,84.129997,84.150002,83.629997,84.110001,68.590378,57700
2011-04-25,83.919998,83.989998,83.220001,83.500000,68.092934,64800
2011-04-26,83.559998,84.050003,83.339996,83.669998,68.231560,86700
2011-04-27,83.370003,83.370003,81.870003,82.980003,67.668900,96300
2011-04-28,82.230003,82.230003,81.540001,82.190002,67.024651,75800
2011-04-29,82.070000,82.680000,81.760002,82.169998,67.008324,101000
2011-05-02,82.419998,82.900002,82.070000,82.209999,67.040947,95000
2011-05-03,81.559998,81.559998,80.150002,80.620003,65.744339,100000
2011-05-04,79.940002,79.940002,78.570000,79.199997,64.586342,64000
2011-05-05,78.820000,79.610001,78.489998,78.699997,64.178596,39800
2011-05-06,79.790001,80.739998,79.230003,79.629997,64.936996,46200
2011-05-09,79.870003,80.360001,79.610001,80.050003,65.279526,34000
2011-05-10,80.510002,80.919998,80.419998,80.750000,65.850334,55700
2011-05-11,80.480003,80.480003,78.930000,79.650002,64.953293,87900
2011-05-12,79.320000,80.000000,78.660004,79.669998,64.969620,19000
2011-05-13,79.809998,79.830002,78.300003,78.750000,64.219391,55600
2011-05-16,78.330002,79.690002,78.320000,78.449997,63.974712,53600
2011-05-17,78.370003,78.779999,78.029999,78.720001,64.194908,173200
2011-05-18,79.309998,80.339996,79.190002,80.190002,65.393684,114400
2011-05-19,80.190002,80.320000,79.760002,80.250000,65.442596,81300
2011-05-20,79.870003,79.870003,79.300003,79.589996,64.904373,23400
2011-05-23,78.080002,78.080002,77.209999,77.690002,63.354958,85900
2011-05-24,78.139999,78.430000,77.839996,78.080002,63.673016,30200
2011-05-25,78.330002,78.860001,78.190002,78.480003,63.999203,40600
2011-05-26,78.480003,78.949997,78.239998,78.910004,64.349861,52900
2011-05-27,79.430000,79.769997,79.370003,79.620003,64.928848,27000
2011-05-31,81.010002,81.059998,80.639999,81.029999,66.078674,156900
2011-06-01,80.949997,80.949997,79.610001,79.809998,65.083771,51300
2011-06-02,79.949997,80.720001,79.660004,80.400002,65.564919,89400
2011-06-03,78.889999,79.739998,78.790001,78.849998,64.300919,57100
2011-06-06,78.769997,78.889999,77.879997,77.889999,63.518066,80800
2011-06-07,78.599998,78.750000,77.669998,77.730003,63.387585,598100
2011-06-08,77.690002,77.839996,77.029999,77.120003,62.890148,59500
2011-06-09,76.900002,77.400002,76.470001,77.220001,62.971684,48200
2011-06-10,76.370003,76.449997,75.339996,75.540001,61.601685,96600
2011-06-13,76.080002,76.290001,75.220001,75.529999,61.593513,62200
2011-06-14,76.300003,77.139999,76.300003,76.650002,62.506870,90500
2011-06-15,75.949997,76.080002,74.900002,75.279999,61.389641,116000
2011-06-16,74.410004,75.400002,74.120003,74.739998,60.949276,90400
2011-06-17,73.820000,73.839996,73.279999,73.529999,60.775707,253000
2011-06-20,73.019997,73.430000,72.669998,73.320000,60.602139,64900
2011-06-21,73.809998,74.989998,73.779999,74.910004,61.916344,61000
2011-06-22,74.300003,74.739998,73.940002,73.980003,61.147644,71200
2011-06-23,73.220001,74.419998,72.760002,74.400002,61.494797,79400
2011-06-24,75.620003,75.760002,74.910004,75.089996,62.065113,147800
2011-06-27,75.589996,76.540001,75.589996,76.360001,63.114819,49800
2011-06-28,75.989998,77.000000,75.900002,77.000000,63.643806,54700
2011-06-29,76.800003,77.190002,76.379997,77.089996,63.718185,131200
2011-06-30,77.639999,78.410004,77.540001,78.330002,64.743111,121000
2011-07-01,78.250000,79.269997,78.099998,79.160004,65.429138,120000
2011-07-05,79.050003,79.360001,78.690002,79.010002,65.305153,87200
2011-07-06,78.199997,78.290001,77.610001,78.269997,64.693520,102900
2011-07-07,78.820000,79.379997,78.820000,79.040001,65.329956,110900
2011-07-08,78.570000,78.620003,77.750000,78.190002,64.627403,70200
2011-07-11,77.389999,77.400002,75.970001,76.059998,62.866863,93500
2011-07-12,75.410004,75.879997,75.250000,75.320000,62.255222,192600
2011-07-13,76.199997,77.220001,76.199997,76.540001,63.263607,579000
2011-07-14,76.820000,77.010002,75.849998,76.000000,62.817257,58500
2011-07-15,76.440002,76.820000,75.940002,76.220001,62.999107,52300
2011-07-18,76.099998,76.099998,75.269997,75.949997,62.775936,122400
2011-07-19,76.220001,76.750000,76.220001,76.629997,63.337971,53600
2011-07-20,76.820000,77.309998,76.680000,76.980003,63.627289,30800
2011-07-21,77.019997,77.570000,76.760002,77.169998,63.784325,74400
2011-07-22,77.669998,78.080002,77.400002,77.930000,64.412498,82600
2011-07-25,76.989998,77.540001,76.989998,77.320000,63.908310,63000
2011-07-26,77.849998,78.550003,77.809998,78.160004,64.602608,74000
2011-07-27,78.239998,78.239998,77.099998,77.379997,63.957901,62400
2011-07-28,77.849998,78.220001,77.379997,77.559998,64.106667,64600
2011-07-29,76.720001,77.769997,76.510002,77.430000,63.999233,88300
2011-08-01,78.330002,78.330002,76.529999,77.239998,63.842186,66000
